name,iata_code
Kilimanjaro International Airport,JRO
Jaisalmer Airport,JSA
Sitia Airport,JSH
Skiathos Island National Airport,JSI
Jiansanjiang Airport,JSJ
Jessore Airport,JSR
John Murtha Johnstown Cambria County Airport,JST
Bauru - Arealva Airport,JTC
Santorini Airport,JTR
Juba International Airport,JUB
Gobernador Horacio Guzman International Airport,JUJ
Inca Manco Capac International Airport,JUL
Quzhou Airport,JUZ
Jwaneng Airport,JWA
Zanjan Airport,JWN
Jixi Xingkaihu Airport,JXA
Jackson County Reynolds Field,JXN
Jiroft Airport,JYR
Jyvaskyla Airport,JYV
Jiuzhai Huanglong Airport,JZH
Kariba International Airport,KAB
Qamishli Airport,KAC
Kaduna Airport,KAD
Gangneung Airport (K-18),KAG
Kaieteur International Airport,KAI
Kajaani Airport,KAJ
Mallam Aminu International Airport,KAN
Kuusamo Airport,KAO
Kaitaia Airport,KAT
Kauhava Airport,KAU
Kawthoung Airport,KAW
Hamid Karzai International Airport,KBL
Boryspil International Airport,KBP
Sultan Ismail Petra Airport,KBR
Bo Airport,KBS
Krabi Airport,KBV
Kuching International Airport,KCH
KahramanmaraÅ Airport,KCM
Cengiz Topel Airport,KCO
Koggala Airport,KCT
Kochi Airport (é«ç¥ç©ºæ¸¯),KCZ
Kochi Ryoma Airport,KCZ
Kandahar Airport,KDH
KÃ¤rdla Airport,KDL
Kaadedhdhoo Airport,KDM
Kadhdhoo Airport,KDO
Kamphaeng Saen Airport,KDT
Skardu Airport,KDU
Keflavik International Airport,KEF
Kemerovo Airport,KEJ
Kiel-Holtenau Airport,KEL
Kemi-Tornio Airport,KEM
Kenema Airport,KEN
Nepalgunj Airport,KEP
Kerman Airport,KER
Kelsey Airport,KES
Kengtung Airport,KET
Halli Airport,KEV
Kananga Airport,KGA
Kingscote Airport,KGC
Khrabrovo Airport,KGD
Sary-Arka Airport,KGF
KÃ©dougou Airport,KGG
Kalgoorlie Boulder Airport,KGI
Karonga Airport,KGJ
Kigali International Airport,KGL
Kogalym International Airport,KGP
Kos Airport,KGS
Kangding Airport,KGT
Kingaroy Airport,KGY
Khoram Abad Airport,KHD
Kashgar Airport,KHG
Kaohsiung International Airport,KHH
Jinnah International Airport,KHI
Kauhajoki Airport,KHJ
Khark Island Airport,KHK
Nanchang Changbei International Airport,KHN
Khasab Air Base,KHS
Khabarovsk-Novy Airport,KHV
Kristianstad Airport,KID
Kish International Airport,KIH
Niigata Airport,KIJ
Kirkuk Air Base,KIK
Kimberley Airport,KIM
Norman Manley International Airport,KIN
Kerry Airport,KIR
Kisumu Airport,KIS
ChiÅinÄu International Airport,KIV
Southdowns Airport,KIW
Kansai International Airport,KIX
Yemelyanovo Airport,KJA
Kaili Airport,KJH
Kanas Airport,KJI
Wevelgem Airport,KJK
Kertajati International Airport,KJT
Khon Kaen Airport,KKC
Kerikeri Airport,KKE
Kitakyushu Airport,KKJ
Kirkenes Airport (HÃ¸ybuktmoen),KKN
Kaukura Airport,KKR
Kashan Airport,KKS
Kikwit Airport,KKW
Kikai Airport,KKX
Kaolack Airport,KLC
Migalovo Air Base,KLD
Grabtsevo Airport,KLF
Kolhapur Airport,KLH
Kalibo International Airport,KLO
Kalmar Airport,KLR
Southwest Washington Regional Airport,KLS
Klagenfurt Airport,KLU
Karlovy Vary International Airport,KLV
Klawock Airport,KLW
Kalamata Airport,KLX
Kleinsee Airport,KLZ
Kerema Airport,KMA
King Khaled Military City Airport,KMC
Kamembe Airport,KME
Kunming Changshui International Airport,KMG
Johan Pienaar Airport,KMH
Miyazaki Airport,KMI
Kumamoto Airport,KMJ
Kamina Base Airport,KMN
Keetmanshoop Airport,KMP
Komatsu Airport,KMQ
Kumasi Airport,KMS
Kisimayu Airport,KMU
Kostroma Sokerkino Airport,KMW
King Khaled Air Base,KMX
ViÃ±a del mar Airport,KNA
Kindu Airport,KND
RAF Marham,KNF
Kaimana Airport,KNG
Kinmen Airport,KNH
Kualanamu International Airport,KNO
KonÃ© Airport,KNQ
Jam Airport,KNR
King Island Airport,KNS
Kanpur Airport,KNU
Kununurra Airport,KNX
Ellison Onizuka Kona International At Keahole Airport,KOA
Koumac Airport,KOC
Kirkwall Airport,KOI
Kagoshima Airport,KOJ
Kokkola-Pietarsaari Airport,KOK
Kontum Airport,KON
Nakhon Phanom Airport,KOP
Koulamoutou Mabimbi Airport,KOU
Kokshetau Airport,KOV
Port Clarence Coast Guard Station,KPC
Pohang Airport (G-815/K-3),KPO
Kempsey Airport,KPS
Keperveem Airport,KPW
Kishangarh Airport,KQH
Qurghonteppa International Airport,KQT
Kerang Airport,KRA
Kramfors SollefteÃ¥ Airport,KRF
KrakÃ³w John Paul II International Airport,KRK
Korla Airport,KRL
Kiruna Airport,KRN
Kurgan Airport,KRO
Karup Airport,KRP
Krasnodar Pashkovsky International Airport,KRR
Kristiansand Airport,KRS
Khartoum International Airport,KRT
Turkmenbashi Airport,KRW
Kosrae International Airport,KSA
KoÅ¡ice Airport,KSC
Karlstad Airport,KSD
Kassel-Calden Airport,KSF
Shahid Ashrafi Esfahani Airport,KSH
Karlskoga Airport,KSK
Kassala Airport,KSL
St Mary's Airport,KSM
Kostanay West Airport,KSN
Kristiansund Airport (Kvernberget),KSU
Kars Airport,KSY
Kotlas Airport,KSZ
Karratha Airport,KTA
Kitadaito Airport,KTD
Kerteh Airport,KTE
Ketapang(Rahadi Usman) Airport,KTG
Kitale Airport,KTL
Tribhuvan International Airport,KTM
Ketchikan International Airport,KTN
Tinson Pen Airport,KTP
Kitee Airport,KTQ
Tindal Airport,KTR
KittilÃ¤ Airport,KTT
Kota Airport,KTU
Katowice International Airport,KTW
Kuantan Airport,KUA
Kurumoch International Airport,KUF
Kushiro Airport,KUH
Kuala Lumpur International Airport,KUL
Yakushima Airport,KUM
Kaunas International Airport,KUN
Kuopio Airport,KUO
Kopitnari Airport,KUT
Kullu Manali Airport,KUU
Kunsan Air Base,KUV
Alexander the Great International Airport,KVA
SkÃ¶vde Airport,KVB
Ganja International Airport,KVD
Kavieng Airport,KVG
Kivalina Airport,KVL
Pobedilovo Airport,KVX
Bucholz Army Air Field,KWA
Longdongbao Airport,KWE
Kryvyi Rih International Airport,KWG
Kuwait International Airport,KWI
Gwangju Airport,KWJ
Guilin Liangjiang International Airport,KWL
Kowanyama Airport,KWM
Kiwayu Airport,KWY
Kolwezi Airport,KWZ
P C Pelser Airport,KXE
Komsomolsk-on-Amur Airport,KXK
Konya Airport,KYA
Lanyu Airport,KYD
Rene Mouawad Air Base,KYE
Kyaukpyu Airport,KYP
Kayes Dag Dag Airport,KYS
Kyzyl Airport,KYZ
Kampong Chhnang Airport,KZC
Filippos Airport,KZI
Kazan International Airport,KZN
Quatro de Fevereiro Airport,LAD
Nadzab Airport,LAE
Purdue University Airport,LAF
Lannion-CÃ´te de Granit Airport,LAI
Lages Airport,LAJ
Aklavik/Freddie Carmichael Airport,LAK
Lakeland Linder International Airport,LAL
Capital City Airport,LAN
Laoag International Airport,LAO
Manuel MÃ¡rquez de LeÃ³n International Airport,LAP
La Abraq Airport,LAQ
Laramie Regional Airport,LAR
McCarran International Airport,LAS
Manda Airstrip,LAU
Lawton Fort Sill Regional Airport,LAW
Los Angeles International Airport,LAX
Ladysmith Airport,LAY
Bom Jesus da Lapa Airport,LAZ
Leeds Bradford Airport,LBA
Lubbock Preston Smith International Airport,LBB
LÃ¼beck Blankensee Airport,LBC
Khudzhand Airport,LBD
Arnold Palmer Regional Airport,LBE
North Platte Regional Airport Lee Bird Field,LBF
Paris-Le Bourget Airport,LBG
Albi-Le SÃ©questre Airport,LBI
Liberal Mid-America Regional Airport,LBL
Lambarene Airport,LBQ
Labasa Airport,LBS
Lumberton Regional Airport,LBT
Labuan Airport,LBU
Libreville Leon M'ba International Airport,LBV
Lubang Airport,LBX
La Baule-Escoublac Airport,LBY
Larnaca International Airport,LCA
Lecce Galatina Air Base,LCC
Goloson International Airport,LCE
A CoruÃ±a Airport,LCG
Lake Charles Regional Airport,LCH
ÅÃ³dÅº WÅadysÅaw Reymont Airport,LCJ
Rickenbacker International Airport,LCK
La Coloma Airport,LCL
Longyan Guanzhishan Airport,LCX
London City Airport,LCY
Governador JosÃ© Richa Airport,LDB
Tarbes-Lourdes-PyrÃ©nÃ©es Airport,LDE
Lindu Airport,LDS
Lahad Datu Airport,LDU
Landivisiau Air Base,LDV
City of Derry Airport,LDY
Learmonth Airport,LEA
Lebanon Municipal Airport,LEB
Pulkovo Airport,LED
Leesburg International Airport,LEE
Le Havre Octeville Airport,LEH
AlmerÃ­a International Airport,LEI
Leipzig/Halle Airport,LEJ
Leon Airport,LEN
Land's End Airport,LEQ
Leinster Airport,LER
Alfredo VÃ¡squez Cobo International Airport,LET
Blue Grass Airport,LEX
Lelystad Airport,LEY
Langley Air Force Base,LFI
Angelina County Airport,LFK
Linfen Qiaoli Airport,LFQ
La Fria Airport,LFR
Lafayette Regional Airport,LFT
LomÃ©-Tokoin Airport,LFW
La Guardia Airport,LGA
Long Beach /Daugherty Field/ Airport,LGB
LiÃ¨ge Airport,LGG
Leigh Creek Airport,LGH
Deadman's Cay Airport,LGI
Langkawi International Airport,LGK
Legazpi City International Airport,LGP
Cochrane Airport,LGR
Comodoro D.R. SalomÃ³n Airport,LGS
Logan-Cache Airport,LGU
London Gatwick Airport,LGW
Lahr Airport,LHA
Alama Iqbal International Airport,LHE
Lightning Ridge Airport,LHG
Guangzhou MR Air Base,LHK
London Heathrow Airport,LHR
Las Heras Airport,LHS
Lanzhou Zhongchuan Airport,LHW
Lifou Airport,LIF
Limoges Airport,LIG
Lihue Airport,LIH
Lille-Lesquin Airport,LIL
Jorge ChÃ¡vez International Airport,LIM
Milano Linate Airport,LIN
Limon International Airport,LIO
Lins Airport,LIP
Lisala Airport,LIQ
Daniel Oduber Quiros International Airport,LIR
Humberto Delgado Airport (Lisbon Portela Airport),LIS
Bill & Hillary Clinton National Airport/Adams Field,LIT
Loikaw Airport,LIW
Lijiang Airport,LJG
Texas Gulf Coast Regional Airport,LJN
Ljubljana JoÅ¾e PuÄnik Airport,LJU
Lokichoggio Airport,LKG
Banak Airport,LKL
Leknes Airport,LKN
Chaudhary Charan Singh International Airport,LKO
Lake Manyara Airport,LKY
RAF Lakenheath,LKZ
LuleÃ¥ Airport,LLA
Riverside Airport,LLE
Lingling Airport,LLF
LÃ¼liang Airport,LLV
Lilongwe International Airport,LLW
Le Mans-Arnage Airport,LME
Valle del Fuerte International Airport,LMM
Limbang Airport,LMN
RAF Lossiemouth,LMO
Lampedusa Airport,LMP
Marsa Brega Airport,LMQ
Lime Acres Finsch Mine Airport,LMR
Crater Lake-Klamath Regional Airport,LMT
Hunt Field,LND
Lintsang Airfield,LNJ
Lincoln Airport,LNK
Longnan Chengzhou Airport,LNL
Leonora Airport,LNO
Lancaster Airport,LNS
Smolensk North Airport,LNX
Lanai Airport,LNY
Linz HÃ¶rsching Airport,LNZ
Loei Airport,LOE
Lodwar Airport,LOK
Derby Field,LOL
Laghouat Airport,LOO
Lombok International Airport,LOP
Murtala Muhammed International Airport,LOS
Bowman Field,LOU
Monclova International Airport,LOV
London-Corbin Airport/Magee Field,LOZ
Gran Canaria Airport,LPA
El Alto International Airport,LPB
Liupanshui Yuezhao Airport,LPF
La Plata Airport,LPG
LinkÃ¶ping City Airport,LPI
Lipetsk Airport,LPK
Liverpool John Lennon Airport,LPL
Lappeenranta Airport,LPP
Luang Phabang International Airport,LPQ
Lampang Airport,LPT
LiepÄja International Airport,LPX
Le Puy-Loudes Airport,LPY
Laredo International Airport,LRD
Longreach Airport,LRE
Little Rock Air Force Base,LRF
La Rochelle-Ãle de RÃ© Airport,LRH
Niamtougou International Airport,LRL
Casa De Campo International Airport,LRM
Lar Airport,LRR
Lorient South Brittany (Bretagne Sud) Airport,LRT
Las Cruces International Airport,LRU
La Florida Airport,LSC
La Crosse Municipal Airport,LSE
Lawson Army Air Field (Fort Benning),LSF
Lashio Airport,LSH
Sumburgh Airport,LSI
Los Chiles Airport,LSL
Josefa Camejo International Airport,LSP
Launceston Airport,LST
Nellis Air Force Base,LSV
Lhok Sukon Airport,LSX
Lismore Airport,LSY
Tzaneen Airport,LTA
Ghadames East Airport,LTD
Altai Airport,LTI
Bassel Al-Assad International Airport,LTK
Lethem Airport,LTM
London Luton Airport,LTN
Loreto International Airport,LTO
Le Touquet-CÃ´te d'Opale Airport,LTQ
Altus Air Force Base,LTS
Murod Kond Airport,LTU
Cotopaxi International Airport,LTX
Luderitz Airport,LUD
Luke Air Force Base,LUF
Lugano Airport,LUG
Ludhiana Airport,LUH
Cincinnati Municipal Airport Lunken Field,LUK
Mangshi Airport,LUM
Kenneth Kaunda International Airport,LUN
Luena Airport,LUO
Brigadier Mayor D Cesar Raul Ojeda Airport,LUQ
Cape Lisburne LRRS Airport,LUR
Karel Sadsuitubun Airport,LUV
Syukuran Aminuddin Amir Airport,LUW
Luxembourg-Findel International Airport,LUX
Lublin Airport,LUZ
Laval-Entrammes Airport,LVA
Harry Mwanga Nkumbula International Airport,LVI
Mission Field,LVM
Lavan Island Airport,LVP
Las Vegas Municipal Airport,LVS
Greenbrier Valley Airport,LWB
Lawrence Municipal Airport,LWM
Gyumri Shirak Airport,LWN
Lviv International Airport,LWO
Leeuwarden Air Base,LWR
Lewiston Nez Perce County Airport,LWS
Lewistown Municipal Airport,LWT
Lhasa Gonggar Airport,LXA
Luxor International Airport,LXR
Edward Bodden Airfield,LYB
Lycksele Airport,LYC
Lynchburg Regional Preston Glenn Field,LYH
Lyon-Bron Airport,LYN
Faisalabad International Airport,LYP
"Svalbard Airport, Longyear",LYR
Lyon Saint-ExupÃ©ry Airport,LYS
Ely Municipal Airport,LYU
Lydd Airport,LYX
LÃ¡zaro CÃ¡rdenas Airport,LZC
Liuzhou Bailian Airport,LZH
Matsu Nangan Airport,LZN
Nyingchi Airport,LZY
Chennai International Airport,MAA
JoÃ£o Correa da Rocha Airport,MAB
Adolfo SuÃ¡rez MadridâBarajas Airport,MAD
Midland International Airport,MAF
Madang Airport,MAG
Menorca Airport,MAH
Mangochi Airport,MAI
Marshall Islands International Airport,MAJ
Malakal Airport,MAK
General Servando Canales International Airport,MAM
Manchester Airport,MAN
Eduardo Gomes International Airport,MAO
Mae Sot Airport,MAQ
La Chinita International Airport,MAR
Momote Airport,MAS
Maupiti Airport,MAU
Ouro Sogui Airport,MAX
Clarence A. Bain Airport,MAY
Eugenio Maria De Hostos Airport,MAZ
Mombasa Moi International Airport,MBA
Mmabatho International Airport,MBD
Monbetsu Airport,MBE
Mobridge Municipal Airport,MBG
Songwe Airport,MBI
Sangster International Airport,MBJ
Mamburao Airport,MBO
MBS International Airport,MBS
Moises R. Espinosa Airport,MBT
Melbourne Moorabbin Airport,MBW
Maribor Airport,MBX
Mc Comb/Pike County Airport/John E Lewis Field,MCB
Mc Clellan Airfield,MCC
Merced Regional Macready Field,MCE
Mac Dill Air Force Base,MCF
McGrath Airport,MCG
General Manuel Serrano Airport,MCH
Kansas City International Airport,MCI
Jorge Isaac Airport,MCJ
Mc Cook Ben Nelson Regional Airport,MCK
Middle Georgia Regional Airport,MCN
Orlando International Airport,MCO
Alberto Alcolumbre Airport,MCP
Monte Caseros Airport,MCS
Muscat International Airport,MCT
MontluÃ§on-GuÃ©ret Airport,MCU
Mason City Municipal Airport,MCW
Uytash Airport,MCX
Sunshine Coast Airport,MCY
Zumbi dos Palmares Airport,MCZ
Sam Ratulangi Airport,MDC
Jose Maria CÃ³rdova International Airport,MDE
Mudanjiang Hailang International Airport,MDG
Southern Illinois Airport,MDH
Makurdi Airport,MDI
Mbandaka Airport,MDK
Mandalay International Airport,MDL
Ãstor Piazzola International Airport,MDQ
Harrisburg International Airport,MDT
Mendi Airport,MDU
Chicago Midway International Airport,MDW
Henderson Field,MDY
El Plumerillo Airport,MDZ
MacaÃ© Airport,MEA
Melbourne Essendon Airport,MEB
Eloy Alfaro International Airport,MEC
Prince Mohammad Bin Abdulaziz Airport,MED
MarÃ© Airport,MEE
Malanje Airport,MEG
Mehamn Airport,MEH
Key Field,MEI
Bassatine Airport,MEK
Melbourne International Airport,MEL
Memphis International Airport,MEM
Mende-Brenoux Airfield,MEN
Castle Airport,MER
Soewondo Air Force Base,MES
Monte Dourado Airport,MEU
Licenciado Benito Juarez International Airport,MEX
Mansfield Lahm Regional Airport,MFD
Mc Allen Miller International Airport,MFE
Muzaffarabad Airport,MFG
Matsu Beigan Airport,MFK
Macau International Airport,MFM
Maradi Airport,MFQ
Rogue Valley International Medford Airport,MFR
Mfuwe Airport,MFU
Augusto C. Sandino (Managua) International Airport,MGA
Mount Gambier Airport,MGB
Dobbins Air Reserve Base,MGE
Regional de MaringÃ¡ - SÃ­lvio Name JÃºnior Airport,MGF
Margate Airport,MGH
MÃ¶nchengladbach Airport,MGL
Montgomery Regional (Dannelly Field) Airport,MGM
Baracoa Airport,MGN
Aden Adde International Airport,MGQ
Morgantown Municipal Walter L. Bill Hart Field,MGW
Myeik Airport,MGZ
Mashhad International Airport,MHD
Mannheim-City Airport,MHG
Leonard M Thompson International Airport,MHH
Manhattan Regional Airport,MHK
Mariehamn Airport,MHQ
Sacramento Mather Airport,MHR
Manchester-Boston Regional Airport,MHT
Mount Hotham Airport,MHU
RAF Mildenhall,MHZ
Miami International Airport,MIA
Minot Air Force Base,MIB
Licenciado Manuel Crescencio Rejon Int Airport,MID
Delaware County Johnson Field,MIE
Mianyang Airport,MIG
Frank Miloye MilenkowichiâMarÃ­lia State Airport,MII
Mikkeli Airport,MIK
Merimbula Airport,MIM
Ramon Air Base,MIP
Monastir Habib Bourguiba International Airport,MIR
Maiduguri International Airport,MIU
Millville Municipal Airport,MIV
Man Airport,MJC
Moenjodaro Airport,MJD
MosjÃ¸en Airport (KjÃ¦rstad),MJF
Mitiga Airport,MJI
Shark Bay Airport,MJK
Mouilla Ville Airport,MJL
Mbuji Mayi Airport,MJM
Amborovy Airport,MJN
Mytilene International Airport,MJT
San Javier Airport,MJV
Mirny Airport,MJZ
Charles B. Wheeler Downtown Airport,MKC
General Mitchell International Airport,MKE
Muskegon County Airport,MKG
Molokai Airport,MKK
McKellar-Sipes Regional Airport,MKL
Makemo Airport,MKP
Mopah Airport,MKQ
Meekatharra Airport,MKR
Makokou Airport,MKU
Rendani Airport,MKW
Mackay Airport,MKY
Malacca Airport,MKZ
Malta International Airport,MLA
Melbourne International Airport,MLB
Mc Alester Regional Airport,MLC
MalÃ© International Airport,MLE
Quad City International Airport,MLI
Marshall Don Hunter Sr Airport,MLL
General Francisco J. Mujica International Airport,MLM
Melilla Airport,MLN
Frank Wiley Field,MLS
Monroe Regional Airport,MLU
Spriggs Payne Airport,MLW
Malatya ErhaÃ§ Airport,MLX
Memanbetsu Airport,MMB
Minami-Daito Airport,MMD
Durham Tees Valley Airport,MME
Mount Magnet Airport,MMG
Matsumoto Airport,MMJ
Murmansk Airport,MMK
Maio Airport,MMO
Mc Entire Joint National Guard Base,MMT
Morristown Municipal Airport,MMU
MalmÃ¶ Sturup Airport,MMX
Miyako Airport,MMY
Maimana Airport,MMZ
Maningrida Airport,MNG
Rustaq Airport,MNH
John A. Osborne Airport,MNI
Mananjary Airport,MNJ
Ninoy Aquino International Airport,MNL
Mongu Airport,MNR
ManicorÃ© Airport,MNX
Orestes Acosta Airport,MOA
Mobile Regional Airport,MOB
MÃ¡rio Ribeiro Airport,MOC
Modesto City Co-Harry Sham Field,MOD
Momeik Airport,MOE
Mong Hsat Airport,MOG
Molde Airport,MOL
Mount Cook Airport,MON
Morondava Airport,MOQ
Minot International Airport,MOT
Moranbah Airport,MOV
Moorea Airport,MOZ
Godofredo P. Ramos Airport,MPH
Montpellier-MÃ©diterranÃ©e Airport,MPL
Maputo Airport,MPM
Mount Pleasant Airport,MPN
Edward F Knapp State Airport,MPV
Mariupol International Airport,MPW
Miquelon Airport,MQC
Magnitogorsk International Airport,MQF
MinaÃ§u Airport,MQH
Moma Airport,MQJ
Mildura Airport,MQL
Mardin Airport,MQM
"Mo i Rana Airport, RÃ¸ssvoll",MQN
Kruger Mpumalanga International Airport,MQP
Moundou Airport,MQQ
Mustique Airport,MQS
Sawyer International Airport,MQT
Mariquita Airport,MQU
Mekele Airport,MQX
Smyrna Airport,MQY
Eastern WV Regional Airport/Shepherd Field,MRB
Alberto Carnevalli Airport,MRD
Mara Serena Lodge Airstrip,MRE
Mareeba Airport,MRG
Merrill Field,MRI
Hood Airport,MRO
Marinduque Airport,MRQ
Jose Maria Velasco Ibarra Airport,MRR
Marseille Provence Airport,MRS
Sir Seewoosagur Ramgoolam International Airport,MRU
Mineralnyye Vody Airport,MRV
Lolland Falster Maribo Airport,MRW
Mahshahr Airport,MRX
Monterey Peninsula Airport,MRY
Moree Airport,MRZ
Muskrat Dam Airport,MSA
Masirah Air Base,MSH
Misawa Air Base,MSJ
Northwest Alabama Regional Airport,MSL
Dane County Regional Truax Field,MSN
Missoula International Airport,MSO
Minneapolis-St Paul International/Wold-Chamberlain Airport,MSP
Minsk National Airport,MSQ
MuÅ Airport,MSR
Massena International Richards Field,MSS
Maastricht Aachen Airport,MST
Moshoeshoe I International Airport,MSU
Massawa International Airport,MSW
Louis Armstrong New Orleans International Airport,MSY
Namibe Airport,MSZ
Selfridge Air National Guard Base Airport,MTC
The Florida Keys Marathon Airport,MTH
Montrose Regional Airport,MTJ
Martin State Airport,MTN
Los Garzones Airport,MTR
Matsapha Airport,MTS
MinatitlÃ¡n/Coatzacoalcos National Airport,MTT
General Mariano Escobedo International Airport,MTY
Bar Yehuda Airfield,MTZ
Munda Airport,MUA
Maun Airport,MUB
Munich Airport,MUC
Mueda Airport,MUD
Waimea Kohala Airport,MUE
Mersa Matruh Airport,MUH
Muir Army Air Field (Fort Indiantown Gap) Airport,MUI
MaturÃ­n Airport,MUN
Mountain Home Air Force Base,MUO
Marudi Airport,MUR
Ghriss Airport,MUW
Multan International Airport,MUX
M'Vengue El Hadj Omar Bongo Ondimba International Airport,MVB
Carrasco International /General C L Berisso Airport,MVD
Dix-Sept Rosado Airport,MVF
Fabio Alberto Leon Bentley Airport,MVP
Mogilev Airport,MVQ
Salak Airport,MVR
Mataiva Airport,MVT
Masvingo International Airport,MVZ
Mianwali Air Base,MWD
Merowe New Airport,MWE
Grant County International Airport,MWH
Muan International Airport,MWX
Mwanza Airport,MWZ
Maxwell Air Force Base,MXF
Mati National Airport,MXI
Minna Airport,MXJ
General Rodolfo SÃ¡nchez Taboada International Airport,MXL
Morombe Airport,MXM
Morlaix-Ploujean Airport,MXN
Malpensa International Airport,MXP
MÃ¶rÃ¶n Airport,MXV
Mora Airport,MXX
Moruya Airport,MYA
Escuela Mariscal Sucre Airport,MYC
Malindi Airport,MYD
Miyakejima Airport,MYE
Mayaguana Airport,MYG
Matsuyama Airport,MYJ
McCall Municipal Airport,MYL
Mary Airport,MYP
Myrtle Beach International Airport,MYR
Myitkyina Airport,MYT
Mekoryuk Airport,MYU
Yuba County Airport,MYV
Mtwara Airport,MYW
Miri Airport,MYY
MocÃ­mboa da Praia Airport,MZB
Makung Airport,MZG
Mopti Airport,MZI
La Nubia Airport,MZL
Sierra Maestra Airport,MZO
Mkuze Airport,MZQ
Mazar I Sharif Airport,MZR
General Rafael Buelna International Airport,MZT
Muzaffarpur Airport,MZU
Mulu Airport,MZV
Mecheria Airport,MZW
Narrabri Airport,NAA
Dr. Babasaheb Ambedkar International Airport,NAG
Naha Airport,NAH
Nakhchivan Airport,NAJ
Nakhon Ratchasima Airport,NAK
Nalchik Airport,NAL
Nadi International Airport,NAN
Naples International Airport,NAP
Lynden Pindling International Airport,NAS
Governador AluÃ­zio Alves International Airport,NAT
Narathiwat Airport,NAW
Beijing Nanyuan Airport,NAY
Begishevo Airport,NBC
Enfidha - Hammamet International Airport,NBE
New Orleans NAS JRB/Alvin Callender Field,NBG
Jomo Kenyatta International Airport,NBO
Changbaishan Airport,NBS
Leeward Point Field,NBW
Nabire Airport,NBX
North Caicos Airport,NCA
Nice-CÃ´te d'Azur Airport,NCE
Newcastle Airport,NCL
Quonset State Airport,NCO
Newcastle Airport,NCS
Annecy-Haute-Savoie-Mont Blanc Airport,NCY
Nouadhibou International Airport,NDB
Nanded Airport,NDC
Sumbe Airport,NDD
Qiqihar Sanjiazi Airport,NDG
N'Djamena International Airport,NDJ
Nador International Airport,NDR
Rundu Airport,NDU
Necochea Airport,NEC
Lakehurst Maxfield Field Airport,NEL
Chulman Airport,NER
Sam Neua Airport,NEU
Vance W. Amory International Airport,NEV
Lakefront Airport,NEW
Nefteyugansk Airport,NFG
Fallon Naval Air Station,NFL
Young Airport,NGA
Ningbo Lishe International Airport,NGB
N'GaoundÃ©rÃ© Airport,NGE
Kaneohe Bay MCAS (Marion E. Carl Field) Airport,NGF
Chubu Centrair International Airport,NGO
Ngari Gunsa Airport,NGQ
Nagasaki Airport,NGS
Norfolk Naval Station (Chambers Field),NGU
Al Minhad Air Base,NHD
Patuxent River Naval Air Station (Trapnell Field),NHK
RAF Northolt,NHT
Nuku Hiva Airport,NHV
Brunswick Executive Airport,NHZ
Diori Hamani International Airport,NIM
Jacksonville Naval Air Station (Towers Field),NIP
Niort-SouchÃ© Airport,NIT
JMSDF Atsugi Air Base / Naval Air Facility Atsugi,NJA
Nizhnevartovsk Airport,NJC
El Centro NAF Airport (Vraciu Field),NJK
NouakchottâOumtounsy International Airport,NKC
Nanjing Lukou Airport,NKG
Nagoya Airport,NKM
ÅÄ±rnak Åerafettin ElÃ§i Airport,NKT
Diego Garcia Naval Support Facility,NKW
Miramar Marine Corps Air Station - Mitscher Field,NKX
Simon Mwansa Kapwepwe International Airport,NLA
Lemoore Naval Air Station (Reeves Field) Airport,NLC
QuetzalcÃ³atl International Airport,NLD
Ninglang Luguhu Airport,NLH
Nikolayevsk-na-Amure Airport,NLI
Norfolk Island International Airport,NLK
Ndolo Airport,NLO
Xinyuan Nalati Airport,NLT
Mykolaiv International Airport,NLV
Daman Airport,NMB
Normans Cay Airport,NMC
Namsang Airport,NMS
Kenitra Airport,NNA
Nanning Wuxu Airport,NNG
Naryan Mar Airport,NNM
Nan Airport,NNT
Nowra Airport,NOA
Nosara Airport,NOB
Ireland West Knock Airport,NOC
Noyabrsk Airport,NOJ
Fascene Airport,NOS
La Tontouta International Airport,NOU
Nova Lisboa Airport,NOV
Spichenkovo Airport,NOZ
Pensacola Naval Air Station/Forrest Sherman Field,NPA
Hawke's Bay Airport,NPE
New Plymouth Airport,NPL
Nanga Pinoh Airport,NPO
Millington-Memphis Airport,NQA
Kingsville Naval Air Station,NQI
Presidente Peron Airport,NQN
Nottingham Airport,NQT
Naval Air Station Key West/Boca Chica Field,NQX
Newquay Cornwall Airport,NQY
Narrandera Airport,NRA
Naval Station Mayport (Admiral David L. Mcdonald Field),NRB
NorrkÃ¶ping Airport,NRK
Weeze Airport,NRN
Narita International Airport,NRT
Whiting Field Naval Air Station - North,NSE
Noshahr Airport,NSH
YaoundÃ© Nsimalen International Airport,NSI
Norilsk-Alykel Airport,NSK
Nelson Airport,NSN
Nakhon Si Thammarat Airport,NST
Sigonella Navy Air Base,NSY
Notodden Airport,NTB
Point Mugu Naval Air Station (Naval Base Ventura Co),NTD
Nantes Atlantique Airport,NTE
Newcastle Airport,NTL
Normanton Airport,NTN
Noto Airport,NTQ
Del Norte International Airport,NTR
Oceana Naval Air Station,NTU
Ranai Airport,NTX
Nuremberg Airport,NUE
Nuiqsut Airport,NUI
Neom Airport,NUM
Moffett Federal Airfield,NUQ
Whidbey Island Naval Air Station (Ault Field),NUW
Novy Urengoy Airport,NUX
Benito Salas Airport,NVA
Narvik Framnes Airport,NVK
Nevers-Fourchambault Airport,NVS
